from,to,time,count
12313,8117,14975,472
12287,8117,14975,485
12312,8117,14975,477
12281,8117,14975,482
12284,8117,14975,481
12311,8117,14975,480
12285,8117,14975,468
12329,8117,14975,480
12213,8117,14975,482
12233,8117,14975,479
12215,8117,14975,475
12268,8117,14975,476
12293,8117,14975,482
12237,8117,14975,480
12269,8117,14975,477
12341,8117,14975,477
8215,10139,14975,1
12292,8117,14975,476
12271,8117,14975,472
12290,8117,14975,479
12307,8117,14975,484
12339,8117,14975,476
12272,8117,14975,484
12294,8117,14975,493
12221,8117,14975,492
12274,8117,14975,481
12337,8117,14975,478
12220,8117,14975,476
12217,8117,14975,480
12336,8117,14975,479
12309,8117,14975,480
12335,8117,14975,466
12310,8117,14975,482
12331,8117,14975,476
12216,8117,14975,483
12330,8117,14975,485
12235,8117,14975,480
12236,8117,14975,480
7577,9765,14975,1
12364,8117,14975,484
12395,8117,14975,474
12255,8117,14975,479
12381,8117,14975,486
12363,8117,14975,470
12393,8117,14975,472
12373,8117,14975,473
12379,8117,14975,488
12362,8117,14975,482
12378,8117,14975,484
12384,8117,14975,469
12354,8117,14975,468
12245,8117,14975,482
12353,8117,14975,481
12247,8117,14975,475
12252,8117,14975,468
12377,8117,14975,487
12257,8117,14975,473
12394,8117,14975,489
12248,8117,14975,477
12376,8117,14975,477
12250,8117,14975,478
12398,8117,14975,476
12256,8117,14975,472
12375,8117,14975,483
12358,8117,14975,472
12370,8117,14975,480
12390,8117,14975,479
12361,8117,14975,463
12359,8117,14975,481
12356,8117,14975,483
12396,8117,14975,483
12259,8117,14975,478
12264,8117,14975,471
12365,8117,14975,482
12383,8117,14975,482
12386,8117,14975,481
12389,8117,14975,483
12399,8117,14975,480
12355,8117,14975,481
12372,8117,14975,478
12400,8117,14975,484
12240,8117,14975,479
12242,8117,14975,478
12243,8117,14975,459
12261,8117,14975,483
12368,8117,14975,479
12249,8117,14975,473
12254,8117,14975,471
12397,8117,14975,485
12382,8117,14975,482
12338,8117,14976,164
12250,8117,14976,167
12274,8117,14976,167
12329,8117,14976,165
12268,8117,14976,160
12306,8117,14976,167
12336,8117,14976,170
12373,8117,14976,166
12237,8117,14976,166
12393,8117,14976,163
12301,8117,14976,163
12249,8117,14976,157
12294,8117,14976,164
12293,8117,14976,167
12337,8117,14976,169
10851,8117,14976,2
12396,8117,14976,168
12235,8117,14976,167
12302,8117,14976,168
8962,14365,14976,1
8236,2958,14976,1
12395,8117,14976,159
12397,8117,14976,167
12269,8117,14976,164
12303,8117,14976,165
12354,8117,14976,158
12335,8117,14976,168
12341,8117,14976,168
12353,8117,14976,166
7577,9766,14976,1
11101,8117,14976,6
12271,8117,14976,161
12339,8117,14976,160
12394,8117,14976,162
12331,8117,14976,160
12236,8117,14976,166
12372,8117,14976,160
12330,8117,14976,167
12272,8117,14976,166
12375,8117,14976,163
12390,8117,14976,162
12381,8117,14976,165
12212,8117,14976,169
12316,8117,14976,160
12313,8117,14976,169
12211,8117,14976,165
12210,8117,14976,166
12312,8117,14976,171
12289,8117,14976,160
12280,8117,14976,165
12382,8117,14976,169
12288,8117,14976,165
12281,8117,14976,167
12213,8117,14976,163
12284,8117,14976,164
12285,8117,14976,165
9765,7577,14976,3
12243,8117,14976,161
12242,8117,14976,167
12240,8117,14976,160
8941,23956,14976,1
12311,8117,14976,168
12286,8117,14976,162
12287,8117,14976,166
12389,8117,14976,167
12386,8117,14976,163
12384,8117,14976,168
2405,8117,14976,6
12233,8117,14976,164
12318,8117,14976,164
12215,8117,14976,163
12328,8117,14976,171
12292,8117,14976,164
12230,8117,14976,165
8017,10139,14976,1
12275,8117,14976,163
12290,8117,14976,159
12327,8117,14976,162
12248,8117,14976,167
12307,8117,14976,158
12376,8117,14976,162
12247,8117,14976,166
12220,8117,14976,163
12379,8117,14976,165
12277,8117,14976,169
12245,8117,14976,162
12278,8117,14976,162
12217,8117,14976,167
12309,8117,14976,165
12279,8117,14976,169
12310,8117,14976,166
12377,8117,14976,159
7897,18528,14976,1
12323,8117,14976,167
12216,8117,14976,166
12378,8117,14976,167
12319,8117,14976,164
12324,8117,14976,165
12398,8117,14976,159
12383,8117,14976,163
12296,8117,14976,160
12221,8117,14976,167
12299,8117,14976,161
8236,2595,14976,1
12238,8117,14976,164
8941,1938,14976,1
12256,8117,14976,165
12345,8117,14976,164
12225,8117,14976,167
12361,8117,14976,171
12267,8117,14976,163
12362,8117,14976,161
12400,8117,14976,164
12227,8117,14976,161
12359,8117,14976,167
12228,8117,14976,161
12358,8117,14976,161
12297,8117,14976,160
12255,8117,14976,163
12356,8117,14976,167
12370,8117,14976,168
8017,10215,14976,1
12298,8117,14976,163
12344,8117,14976,165
12257,8117,14976,167
12347,8117,14976,161
12355,8117,14976,165
12252,8117,14976,169
12364,8117,14976,164
12224,8117,14976,160
12351,8117,14976,163
12365,8117,14976,160
12264,8117,14976,167
12399,8117,14976,166
12350,8117,14976,163
12349,8117,14976,168
12222,8117,14976,163
12265,8117,14976,163
12223,8117,14976,168
12254,8117,14976,163
12348,8117,14976,170
12368,8117,14976,162
12363,8117,14976,165
12259,8117,14976,158
12266,8117,14976,162
12261,8117,14976,160
12343,8117,14976,167
7706,18173,14977,2
4065,7607,14977,1
9765,7577,14977,1
7897,2299,14977,2
8620,22655,14977,1
8941,1938,14977,1
7607,4065,14977,4
7897,2061,14977,1
8215,11394,14977,14
8941,23956,14977,2
8620,18366,14977,3
10851,8117,14977,6
8962,14365,14977,1
7577,9765,14978,1
8236,13935,14978,1
7577,10215,14978,1
10851,7918,14978,1
7897,22601,14978,1
7607,12531,14978,1
9765,7577,14978,1
8620,18366,14978,1
8941,23956,14978,1
10215,7751,14978,1
10215,8236,14978,1
8236,2958,14978,1
8620,18366,14979,2
8962,15601,14979,1
7706,18173,14979,2
8962,22655,14979,1
8941,1938,14979,2
8236,18791,14979,1
8017,10139,14979,1
8620,15819,14979,2
8962,22655,14980,1
10851,8117,14980,6
9765,7577,14980,3
9765,9766,14980,1
8941,23956,14980,1
10215,7751,14980,1
11101,8117,14980,6
8620,18366,14980,2
8941,1938,14980,2
7897,2299,14980,1
7577,11101,14980,1
10215,7918,14980,1
8327,2680,14980,1
2405,8117,14981,4
8620,18366,14981,3
8941,1938,14981,1
8941,23956,14981,1
8327,2595,14981,1
8236,2595,14981,2
8620,15819,14981,1
7706,18173,14981,2
7897,2299,14982,1
11101,8117,14982,7
8236,13935,14982,1
11443,8117,14982,7
8962,22601,14982,1
8620,18366,14982,1
8962,20228,14982,1
8236,15433,14982,1
8962,22655,14983,1
9763,9764,14983,1
8620,18432,14983,2
9764,9763,14983,1
8327,2595,14983,2
8941,23956,14983,2
8236,2958,14983,1
10851,8117,14984,7
8620,18432,14984,1
7577,11394,14984,1
3847,7607,14984,1
11443,7765,14984,24
8941,16828,14984,1
7897,2299,14984,1
8620,12080,14984,2
8620,18366,14984,3
7607,3847,14984,4
7765,11443,14984,1
11443,8117,14985,1
8236,2595,14985,1
7577,10139,14985,1
8236,2958,14985,1
8941,25352,14985,1
7607,24173,14985,1
2405,8117,14985,7
8327,3368,14985,1
8620,18366,14985,1
9765,7577,14985,1
8962,21350,14985,1
7897,2299,14985,1
8620,12080,14985,1
8962,23961,14985,1
8236,17012,14985,1
8941,13308,14986,1
8117,10215,14986,1
8327,3368,14986,1
7577,9765,14986,1
7607,4065,14986,1
8236,2958,14986,1
7897,23961,14986,1
2405,8117,14986,8
11101,8117,14986,7
8327,3369,14986,1
8236,2595,14986,2
8962,21350,14986,2
8327,12207,14986,1
9765,7577,14986,1
8620,18366,14987,1
8327,3368,14987,1
7577,2405,14987,1
8962,18366,14987,1
8236,20145,14987,1
8620,12080,14987,1
8620,2299,14987,1
8236,21130,14987,1
7897,23961,14987,1
7706,23964,14987,1
11443,8117,14988,7
8327,18791,14988,1
7897,22601,14988,1
8236,12412,14988,1
7706,18173,14988,1
8620,15601,14988,2
10851,8117,14988,1
8236,12080,14988,1
8962,18366,14988,1
8620,2299,14988,2
7577,10658,14988,1
8620,14740,14989,3
8941,13308,14989,2
8236,12080,14989,1
7897,19894,14989,1
7706,18173,14989,1
8941,14114,14989,1
8236,2595,14989,1
8620,15601,14989,1
8236,2060,14989,2
8236,12080,14990,1
9765,7577,14990,2
7706,12412,14990,1
8236,2060,14990,1
8117,2538,14990,1
10851,8117,14990,13
11101,8117,14990,7
8117,10851,14990,1
8236,2680,14990,1
8327,18580,14990,1
7706,18173,14990,1
8941,21379,14990,1
7897,19913,14990,2
2405,8117,14990,7
11443,7765,14991,1
8620,15601,14991,1
8620,20145,14991,1
10658,8117,14991,11
11443,7918,14991,1
11443,7897,14991,1
8620,2299,14991,1
8620,18173,14991,1
8235,9466,14991,1
7607,21952,14991,1
11443,7706,14991,1
9765,7577,14991,1
8327,18791,14991,1
7577,9765,14991,5
11443,7751,14991,1
8236,19894,14991,1
8236,2060,14991,1
11443,7607,14991,1
11443,8235,14991,1
8941,14813,14991,1
7577,9765,14992,1
8274,11443,14992,1
8236,19894,14992,1
9765,7577,14992,1
7897,10851,14992,1
11394,8117,14992,1
8327,18791,14992,1
7897,11443,14992,1
8620,14740,14992,1
8236,22601,14992,1
7577,9766,14992,1
7897,19913,14992,1
8117,11394,14992,1
8620,18173,14992,2
11394,8017,14992,1
11394,7706,14992,1
10851,8117,14992,9
8620,20145,14992,2
2405,8117,14992,7
8236,2060,14993,1
8620,18554,14993,1
11394,7607,14993,1
10139,8236,14993,1
7577,9765,14993,3
9763,9764,14993,1
7706,18173,14993,1
8215,10851,14993,1
8327,18791,14993,1
9765,7577,14993,1
9764,9763,14993,1
8236,15077,14993,1
10139,8117,14993,2
10851,8117,14993,1
8117,10139,14993,1
10215,7751,14993,1
8236,12080,14994,2
11101,8274,14994,1
7607,17429,14994,1
7577,10215,14994,1
8327,21537,14994,1
11101,8236,14994,1
7897,19913,14994,1
11443,7897,14994,1
11443,8236,14994,4
2405,8117,14994,7
8620,18554,14994,1
8236,11443,14994,1
7706,2538,14994,1
7577,9765,14994,1
9765,7577,14994,3
11443,8274,14994,1
7751,11394,14995,1
7706,21130,14995,1
7706,11394,14995,1
11394,7765,14995,1
11394,7706,14995,1
8556,2538,14995,1
11101,8770,14995,1
7607,14218,14995,4
9765,7577,14995,5
8620,18173,14995,1
8236,11394,14995,1
7897,9341,14995,1
8620,18554,14995,1
8327,14363,14995,1
8236,2060,14995,3
7897,19913,14995,1
7706,2405,14995,1
8236,11443,14995,1
9765,9766,14995,1
7918,2538,14995,1
7577,9765,14995,8
8327,4525,14995,1
7577,11101,14995,1
10658,7607,14995,1
8620,20145,14995,1
14218,7607,14995,1
11394,7897,14995,1
11394,8236,14995,1
2405,8117,14995,1
11394,7751,14995,1
8274,11101,14996,1
10215,7918,14996,1
8236,2975,14996,1
10215,8274,14996,1
7607,10139,14996,1
8117,10215,14996,2
7751,4671,14996,1
8236,23961,14996,1
7577,9765,14996,6
10215,8215,14996,1
7577,10139,14996,1
8941,13308,14996,1
7765,11443,14996,1
7765,11237,14996,1
10215,8117,14996,2
10215,8017,14996,1
9765,7577,14996,6
8236,11628,14996,1
8236,22655,14996,1
7577,11394,14996,2
7765,10658,14997,1
10215,7765,14997,1
10215,8017,14997,1
8117,10215,14997,1
8236,2060,14997,1
7607,2405,14997,1
10851,8117,14997,11
10215,7863,14997,1
8236,18173,14997,1
10215,8117,14997,1
9765,7577,14997,8
10215,8235,14997,1
10658,7765,14997,1
7751,4671,14997,2
7607,10658,14997,1
7577,9765,14997,5
10215,8215,14997,1
10215,7607,14997,1
8236,14365,14997,1
7577,11394,14997,5
8941,20347,14997,1
10215,7751,14997,1
2405,8117,14997,3
8620,18173,14997,3
10851,8117,14998,16
7706,21130,14998,2
8236,22655,14998,1
7897,3265,14998,1
8236,23961,14998,1
8236,13935,14998,1
7897,19913,14998,1
7897,25337,14998,1
7751,4671,14998,1
8235,10215,14998,1
11237,8117,14998,7
10215,7706,14998,1
2405,8117,14998,4
9765,7577,14998,5
10851,8117,14999,1
8236,23961,14999,1
2538,8236,14999,1
2538,7918,14999,1
2538,8274,14999,1
2538,8235,14999,1
7706,11101,14999,1
8236,13935,14999,1
11237,7607,14999,1
11237,8117,14999,1
8117,2538,14999,1
7765,11394,14999,1
8236,12080,14999,1
2538,7751,14999,1
2538,8117,14999,1
2538,7897,14999,1
7607,2750,14999,1
2405,8117,14999,1
7751,22601,14999,1
2538,7607,14999,1
2538,7706,14999,1
8941,20347,14999,1
9765,7577,14999,6
7577,9765,14999,3
8327,4525,15000,1
8620,18173,15000,3
10658,7607,15000,1
8620,18366,15000,3
7607,10215,15000,1
7607,11237,15000,1
8236,22655,15000,1
7607,12224,15000,1
7706,21130,15000,2
7577,9765,15000,3
2538,8215,15000,1
2538,7706,15000,1
2538,7863,15000,1
7577,11237,15000,1
8215,10215,15000,2
9765,7577,15000,3
8620,14740,15000,2
2538,8017,15000,1
8236,2289,15000,2
8215,11443,15000,1
7607,10851,15000,1
7607,2538,15000,1
8236,2060,15000,1
7751,4671,15000,3
8236,11813,15001,2
8327,13935,15001,1
8941,12048,15001,1
7751,4674,15001,1
8017,2538,15001,1
8236,22655,15001,1
8236,2289,15001,1
8327,16197,15001,1
8236,13968,15001,1
7577,9765,15001,1
8236,2299,15001,1
8236,23961,15001,1
8620,18173,15001,1
7897,3258,15001,1
8620,14740,15001,1
8017,11443,15001,1
8215,10215,15001,24
8941,20347,15001,1
8327,4525,15001,1
10215,8215,15001,1
8236,18173,15001,1
10851,7607,15001,1
7897,3260,15002,1
10851,8117,15002,8
2405,8117,15002,1
7577,9765,15002,2
7751,4674,15002,2
11443,7751,15002,6
8236,18173,15002,1
7751,11443,15002,1
7706,21130,15002,2
8327,24019,15002,1
8236,18791,15002,2
11237,8117,15002,1
7751,4671,15003,1
11237,7607,15003,1
8236,2628,15003,1
7706,21130,15003,2
8236,3368,15003,1
7706,2015,15003,1
7897,3260,15003,3
8620,18366,15003,1
9764,9763,15003,1
8620,18173,15003,1
8236,2289,15003,1
9765,7577,15003,1
8620,14740,15003,1
8236,17011,15003,1
7751,10215,15003,1
8327,3146,15003,1
8620,21768,15003,2
9763,9764,15003,1
10851,8117,15003,7
2405,7607,15003,1
8941,12048,15003,1
7751,4674,15003,1
8620,21768,15004,1
2405,8117,15004,4
9765,7577,15004,1
7706,18834,15004,1
7751,4674,15004,1
8620,18173,15004,3
7897,18098,15004,1
11237,8117,15004,2
7751,13935,15004,2
7751,3368,15004,1
8236,2680,15004,1
8274,10215,15004,1
8215,2538,15004,1
10851,8117,15004,7
7577,9765,15004,1
8236,2626,15004,1
7706,21130,15004,1
8620,18828,15004,1
8236,17012,15005,1
10139,8215,15005,1
7897,804,15005,1
8941,17975,15005,1
7897,18098,15005,1
7577,9765,15005,3
2405,8117,15005,13
7706,18834,15005,1
8236,3369,15005,1
10851,8117,15005,7
8620,18828,15005,1
7751,13935,15005,1
10139,8235,15005,1
8236,2405,15005,1
8236,3368,15005,2
10139,7607,15005,1
9765,7577,15005,1
8236,11237,15005,1
7897,18098,15006,1
11443,8235,15006,1
8236,10658,15006,1
7706,9341,15006,1
7706,18846,15006,1
8236,11394,15006,1
7765,10215,15006,1
7577,9765,15006,4
9765,7577,15006,3
8236,23895,15006,1
8620,21768,15006,1
2405,8236,15006,1
8620,18828,15006,1
7751,18366,15006,1
11443,8274,15006,1
10851,8117,15006,2
2405,8117,15006,7
11443,8236,15006,1
8236,18173,15006,2
12531,7607,15006,1
8236,3368,15006,1
8327,9528,15006,3
7706,3209,15006,1
7607,12531,15006,2
8117,2538,15006,1
8236,23895,15007,1
7897,18098,15007,1
11237,8117,15007,7
8620,18173,15007,2
8327,9745,15007,1
9765,7577,15007,1
11394,8236,15007,1
7577,9765,15007,1
7577,9766,15007,1
7607,12531,15007,2
8236,2680,15007,1
7706,3209,15007,1
7751,9481,15007,1
7607,21952,15007,1
8236,3368,15007,1
8620,18173,15008,2
2405,8215,15008,1
7751,1762,15008,1
10851,8117,15008,9
8620,18366,15008,3
7897,10658,15008,1
8327,9528,15008,1
8235,11443,15008,1
7897,10851,15008,1
11394,8215,15008,1
7751,14557,15008,1
7897,14695,15008,1
8236,12156,15008,2
8215,2405,15008,4
8941,9341,15008,1
7897,11443,15008,1
7577,9765,15008,3
8235,2538,15008,1
7897,11394,15008,1
8236,16368,15008,1
8236,18173,15008,1
8236,2628,15008,1
8620,10005,15008,2
8215,11394,15008,4
7751,9481,15008,1
7897,2538,15008,1
9765,7577,15008,4
8941,21623,15008,1
7751,13607,15009,1
8236,23895,15009,1
8236,9341,15009,1
7577,9765,15009,1
8941,23726,15009,1
7751,10851,15009,1
10851,8215,15009,1
7897,2405,15009,1
8236,12156,15009,1
7897,18098,15009,1
7577,11443,15009,1
9765,7765,15009,1
9765,7577,15009,6
7706,21718,15009,1
8215,10851,15009,4
7751,10215,15009,1
11394,8215,15010,1
10139,7607,15010,1
7706,21718,15010,1
7577,9765,15010,4
2405,8215,15010,1
7751,18599,15010,1
10139,8235,15010,1
8117,10139,15010,1
8274,11443,15010,1
2405,7897,15010,1
10139,7751,15010,1
8236,11443,15010,1
10139,8117,15010,1
8236,11555,15010,2
9765,7577,15010,9
10139,7897,15010,1
8941,20278,15010,1
10139,7918,15010,1
8236,23895,15010,2
8327,9528,15010,1
2405,8236,15010,1
7607,17682,15010,1
10139,8274,15010,1
8620,10005,15010,1
7607,11443,15010,1
9765,9766,15010,1
8236,3368,15010,1
7706,11958,15010,1
2405,7706,15011,1
2405,7751,15011,1
10139,7765,15011,1
7751,2538,15011,1
10139,8215,15011,1
7751,10851,15011,1
8017,10851,15011,1
11443,7765,15011,4
8620,3066,15011,1
8941,20278,15011,2
8215,10658,15011,1
8236,12080,15011,1
2405,7607,15011,1
11394,7897,15011,1
8236,16730,15011,1
8236,12618,15011,1
7751,10139,15011,1
8215,10139,15011,2
8235,9466,15011,1
8620,18366,15011,1
8620,18173,15011,1
9765,7577,15011,5
8327,18162,15011,1
7765,11443,15011,1
7577,9765,15011,10
8941,16724,15011,1
8236,2680,15011,1
10139,8236,15011,1
8327,9528,15011,1
7751,11394,15011,1
8236,2405,15011,1
2405,8017,15011,1
8215,11394,15011,22
8620,10005,15012,2
9765,7577,15012,5
8236,12080,15012,1
10139,8017,15012,1
8215,10139,15012,1
11237,8117,15012,7
8236,11555,15012,1
10139,7706,15012,1
7577,10658,15012,1
7897,9341,15012,1
7607,10851,15012,1
10658,7897,15012,1
10851,8117,15012,7
8620,3066,15012,2
8620,18173,15012,2
7577,9765,15012,7
10139,7863,15012,1
8236,23895,15012,1
8620,18173,15013,1
11394,7751,15013,2
9764,9763,15013,1
8236,12156,15013,1
8236,11541,15013,1
8236,11551,15013,1
9763,9764,15013,1
9765,7577,15013,1
8236,3368,15013,1
8274,10139,15013,1
10851,8117,15013,7
7577,9765,15013,3
7751,18339,15013,1
7706,2405,15013,1
8962,23961,15013,1
7918,10139,15013,1
8236,23895,15013,2
8620,10005,15013,1
8236,24819,15014,1
7706,21718,15014,1
11443,8236,15014,1
8236,3369,15014,1
8236,21239,15014,1
8236,4310,15014,1
8236,24400,15014,1
7897,14753,15014,1
9765,7577,15014,3
8236,3368,15014,1
11394,8017,15014,1
11443,7706,15014,1
8327,2595,15014,2
7577,9765,15014,4
11443,8017,15014,1
7706,23611,15014,1
7751,18339,15014,1
11443,8274,15014,1
11394,7706,15014,1
8236,11555,15014,1
7577,9765,15015,8
2538,7751,15015,1
8215,11394,15015,5
11394,8215,15015,1
20776,7607,15015,1
8215,2538,15015,1
7918,2538,15015,1
8962,23961,15015,1
2538,8017,15015,1
8274,12080,15015,1
7751,10851,15015,1
7918,11394,15015,1
7751,18339,15015,1
7751,18401,15015,1
8215,10139,15015,1
2538,8236,15015,1
7706,21383,15015,1
7751,18402,15015,1
8236,20968,15015,1
8620,18173,15015,1
10851,8117,15015,7
7918,11443,15015,1
8236,21420,15015,1
8620,3066,15015,1
7918,10658,15015,1
7918,10851,15015,1
9765,7577,15015,7
7607,20776,15015,4
8620,10005,15015,1
8236,2065,15015,1
8215,2405,15015,1
7918,10215,15015,1
7918,2405,15015,1
7751,10139,15015,1
9765,7577,15016,4
8236,11555,15016,1
8274,12080,15016,1
8327,18791,15016,1
7577,9765,15016,3
8620,18366,15016,2
8962,23961,15016,2
8236,21581,15016,1
7706,11443,15016,1
7607,9466,15016,1
8236,24400,15016,1
11237,8117,15016,1
7706,10851,15016,1
7897,14765,15016,1
8236,20968,15016,2
7751,18401,15016,2
7706,10215,15016,1
7706,2405,15016,1
8327,12080,15016,1
7706,21383,15016,1
8620,10345,15016,2
7706,3022,15016,1
8017,10658,15016,1
10139,7751,15016,1
11237,8117,15017,2
8017,10851,15017,1
8236,24819,15017,1
7897,14765,15017,1
8017,11101,15017,1
7607,1554,15017,1
7706,21383,15017,2
8327,18791,15017,1
10851,8117,15017,9
10658,7607,15017,1
9765,7577,15017,6
8017,11443,15017,1
8620,10345,15017,1
8236,18339,15017,1
8236,20968,15017,1
8620,23964,15017,3
8620,18366,15017,1
7577,9765,15017,2
8236,21581,15017,1
8236,9341,15017,1
8017,10139,15017,1
11394,7918,15018,1
8236,15358,15018,2
9765,7577,15018,2
8236,9481,15018,2
7751,18401,15018,1
8327,18528,15018,2
8236,24819,15018,1
7706,10139,15018,1
7706,17975,15018,1
8236,21063,15018,1
8215,11237,15018,19
11237,8215,15018,1
7577,9765,15018,2
8962,23961,15018,1
2538,7918,15018,1
7751,2299,15018,1
7897,14765,15019,2
8620,18366,15019,1
7577,9765,15019,1
7706,2538,15019,1
8236,17268,15019,1
7751,11101,15019,1
7706,10658,15019,1
8962,22655,15019,1
8236,2405,15019,1
11443,7706,15019,2
7897,3123,15019,1
8236,20968,15019,1
8236,11394,15019,1
7706,11443,15019,1
7751,2405,15019,1
8962,23961,15019,1
8620,4697,15019,2
8236,11237,15019,1
8327,18339,15019,2
9765,7577,15019,2
8236,24819,15019,1
8620,23964,15020,1
8327,4310,15020,1
8236,16837,15020,1
10658,7706,15020,1
8327,18528,15020,1
8236,3368,15020,1
9765,7577,15020,3
11394,7751,15020,1
8962,22655,15020,1
8620,18366,15020,2
11394,7706,15020,1
11443,7706,15020,20
7706,2538,15020,1
7577,9765,15020,2
7751,2299,15020,1
8620,4697,15020,1
7897,1288,15020,3
7706,11394,15020,2
8962,2680,15021,1
7577,2405,15021,1
8620,18173,15021,3
7706,9593,15021,2
8620,18366,15021,1
8327,2978,15021,1
8962,22655,15021,1
8236,3368,15021,1
7577,9766,15022,1
11394,8215,15022,1
7607,2405,15022,1
8236,9341,15022,1
8236,20968,15022,2
8327,2978,15022,1
7607,10851,15022,1
8962,4671,15022,1
9765,7577,15022,4
8236,24819,15022,1
7577,9765,15022,2
7897,11443,15022,1
8327,2934,15022,1
8215,11394,15022,2
11237,8235,15022,1
10851,7897,15022,1
11237,8117,15022,2
8236,14989,15023,1
11394,7918,15023,1
7577,9765,15023,2
8620,18366,15023,1
10851,8117,15023,1
7577,10139,15023,1
8236,15358,15023,1
8236,21130,15023,1
8327,2934,15023,1
7607,13727,15023,2
8236,9341,15023,1
9764,9763,15023,1
8236,24687,15023,1
8236,17268,15023,1
8962,1791,15023,1
8236,19868,15023,2
8215,11394,15023,4
7607,2405,15023,1
8620,3275,15023,2
9765,7577,15023,3
9763,9764,15023,1
13727,7607,15023,2
8236,19868,15024,1
8017,11394,15024,1
7607,13727,15024,2
7765,10139,15024,1
8962,1791,15024,1
8017,11101,15024,1
10139,8017,15024,1
10139,7706,15024,1
8017,10215,15024,1
8236,3368,15024,1
8620,18173,15024,3
7765,10215,15024,1
8236,14989,15024,1
7706,17975,15024,1
10139,8236,15024,1
8017,10139,15024,1
7577,9765,15024,7
8236,17572,15024,2
2405,8236,15024,1
7706,17978,15024,1
10139,7607,15024,1
9765,7577,15024,4
10139,7751,15024,1
8017,2405,15024,1
8962,2060,15024,1
7918,11237,15024,1
7918,10215,15024,1
8236,24687,15024,1
8620,3275,15024,1
11394,8274,15025,1
8236,17572,15025,1
7765,10139,15025,1
9765,7577,15025,3
11101,8235,15025,1
8236,9341,15025,1
8235,10851,15025,1
8620,18173,15025,1
11101,8215,15025,2
10658,7751,15025,1
7577,9765,15025,7
7897,10658,15025,1
7607,10139,15025,2
8620,11555,15025,1
7577,11101,15025,1
10658,7897,15025,2
2405,8274,15025,1
8236,21130,15025,3
11101,8017,15025,1
9765,9766,15025,1
8215,11101,15025,1
8274,10658,15025,1
8236,14989,15025,1
8274,2538,15025,1
10851,8117,15025,2
7897,1288,15025,1
7577,11394,15025,1
8274,10215,15025,1
8274,11443,15025,1
8215,11237,15025,1
7765,10215,15026,1
8274,2405,15026,1
8236,2081,15026,1
11443,8274,15026,1
7577,9765,15026,5
11101,8215,15026,1
8236,24418,15026,1
8962,18339,15026,1
11237,8117,15026,2
8236,3368,15026,2
8777,10851,15026,1
8236,14989,15026,2
7607,23000,15026,1
8620,11555,15026,1
8236,9341,15026,2
9765,7577,15026,9
8274,11394,15026,1
7706,2405,15026,1
8327,2934,15026,2
7897,1288,15026,3
9765,7577,15027,3
7918,10658,15027,1
8620,11555,15027,1
8236,10139,15027,1
8327,2934,15027,2
7706,17978,15027,1
7918,10139,15027,1
7577,10658,15027,1
8620,16720,15027,2
8236,10215,15027,1
11443,7918,15027,1
7577,9765,15027,5
7577,11237,15027,1
11237,8236,15027,1
8236,15050,15027,1
10658,8235,15027,1
8962,18339,15027,2
8236,18313,15027,1
8236,10994,15027,1
8620,18173,15027,1
8236,23726,15027,1
7918,11237,15027,1
8236,3368,15027,1
7751,22655,15027,1
10658,8274,15027,1
8236,9341,15028,1
8962,2060,15028,1
7751,3368,15028,1
10658,8274,15028,1
8620,12412,15028,2
8327,2934,15028,1
8962,1791,15028,1
8017,2405,15028,1
7897,1288,15028,1
8236,23724,15028,2
9765,7577,15028,1
10215,8274,15028,1
7607,10851,15028,1
7577,9765,15028,3
7577,10215,15028,1
7706,25408,15028,1
11237,8117,15028,7
8236,25102,15028,2
10851,8117,15028,7
11394,8236,15028,1
7607,11394,15028,1
7751,22655,15028,1
10215,8017,15028,1
8620,16720,15028,1
10658,8017,15028,1
7706,10851,15029,1
8236,2021,15029,1
8620,12412,15029,1
9765,7577,15029,3
8236,10994,15029,1
8236,23725,15029,1
7577,9765,15029,2
8235,10139,15029,1
7607,3847,15029,1
8235,10658,15029,1
8236,2706,15029,1
8236,10994,15030,1
8620,11555,15030,1
7706,16838,15030,1
7751,3368,15030,2
8962,15173,15030,1
2405,7918,15030,1
9765,7577,15030,2
2405,8017,15030,1
7577,11443,15030,1
7897,3123,15030,1
8236,2706,15030,1
8327,3396,15030,1
7706,10851,15030,2
2405,8017,15031,2
7607,13727,15031,3
7751,3396,15031,1
7706,25408,15031,1
8962,2060,15031,4
8236,2706,15031,2
8620,11555,15031,2
8620,24676,15031,2
8235,9466,15031,1
7577,9765,15031,2
13727,7607,15031,1
7897,3123,15031,1
8327,9341,15031,1
8620,12412,15031,1
8962,13640,15032,1
8327,18791,15032,1
2405,8274,15032,1
7607,10139,15032,2
11237,8117,15032,1
8236,14611,15032,1
2405,7706,15032,1
7897,3123,15032,1
7577,9765,15032,2
8620,24676,15032,1
7607,10851,15032,1
7918,2405,15032,1
7897,10139,15032,2
10851,8117,15032,3
7751,18339,15032,2
2405,8235,15032,1
9765,7577,15032,4
7607,13727,15032,1
8327,9341,15032,1
7897,1288,15032,1
2405,7765,15032,1
8236,2706,15032,1
7765,2595,15032,1
2405,7918,15032,1
7765,12080,15033,1
8962,14543,15033,1
7706,16205,15033,1
7765,2595,15033,1
9764,9763,15033,1
9765,7577,15033,3
9763,9764,15033,1
8327,3368,15033,1
7577,9765,15033,2
8327,18339,15033,2
